Filename: D:\_RESEARCH\_datasets\GudalurSTD\Data_in_brief_dataset\DATA\AIRBORNE\AVNG_PROCESSED\AVNG_REFL
ROI: Region #1 [Green] 4 points

Basic Stats	  Min	  Max	       Mean	     Stdev
           	 2964	      0	      1	  0.0000	 25.0000
           	 2966	      0	      1	  0.0000	 25.0000
           	 2968	      0	      1	  0.0000	 25.0000
           	 2970	      0	      1	  0.0000	 25.0000
           	 2972	      0	      1	  0.0000	 25.0000
           	 2974	      0	      1	  0.0000	 25.0000
           	 2976	      0	      1	  0.0000	 25.0000
           	 2978	      0	      1	  0.0000	 25.0000
           	 2980	      0	      1	  0.0000	 25.0000
           	 2982	      0	      1	  0.0000	 25.0000
           	 2984	      0	      1	  0.0000	 25.0000
           	 2986	      0	      1	  0.0000	 25.0000
           	 2988	      0	      1	  0.0000	 25.0000
           	 2990	      0	      1	  0.0000	 25.0000
           	 2992	      0	      1	  0.0000	 25.0000
           	 2994	      1	      2	 25.0000	 50.0000
           	 2996	      0	      2	  0.0000	 50.0000
           	 2998	      0	      2	  0.0000	 50.0000
           	 3000	      0	      2	  0.0000	 50.0000
           	 3002	      0	      2	  0.0000	 50.0000
           	 3004	      0	      2	  0.0000	 50.0000
           	 3006	      0	      2	  0.0000	 50.0000
           	 3008	      0	      2	  0.0000	 50.0000
           	 3010	      0	      2	  0.0000	 50.0000
           	 3012	      0	      2	  0.0000	 50.0000
           	 3014	      0	      2	  0.0000	 50.0000
           	 3016	      0	      2	  0.0000	 50.0000
           	 3018	      0	      2	  0.0000	 50.0000
           	 3020	      0	      2	  0.0000	 50.0000
           	 3022	      0	      2	  0.0000	 50.0000
           	 3024	      0	      2	  0.0000	 50.0000
           	 3026	      0	      2	  0.0000	 50.0000
           	 3028	      0	      2	  0.0000	 50.0000
           	 3030	      0	      2	  0.0000	 50.0000
           	 3032	      0	      2	  0.0000	 50.0000
           	 3034	      0	      2	  0.0000	 50.0000
           	 3036	      0	      2	  0.0000	 50.0000
           	 3038	      0	      2	  0.0000	 50.0000
           	 3040	      0	      2	  0.0000	 50.0000
           	 3042	      0	      2	  0.0000	 50.0000
           	 3044	      0	      2	  0.0000	 50.0000
           	 3046	      0	      2	  0.0000	 50.0000
           	 3048	      0	      2	  0.0000	 50.0000
           	 3050	      0	      2	  0.0000	 50.0000
           	 3052	      0	      2	  0.0000	 50.0000
           	 3054	      0	      2	  0.0000	 50.0000
           	 3056	      0	      2	  0.0000	 50.0000
           	 3058	      1	      3	 25.0000	 75.0000
           	 3060	      0	      3	  0.0000	 75.0000
           	 3062	      0	      3	  0.0000	 75.0000
           	 3064	      0	      3	  0.0000	 75.0000
           	 3066	      0	      3	  0.0000	 75.0000
           	 3068	      0	      3	  0.0000	 75.0000
           	 3070	      0	      3	  0.0000	 75.0000
           	 3072	      0	      3	  0.0000	 75.0000
           	 3074	      0	      3	  0.0000	 75.0000
           	 3076	      0	      3	  0.0000	 75.0000
           	 3078	      0	      3	  0.0000	 75.0000
           	 3080	      0	      3	  0.0000	 75.0000
           	 3082	      0	      3	  0.0000	 75.0000
           	 3084	      0	      3	  0.0000	 75.0000
           	 3086	      0	      3	  0.0000	 75.0000
           	 3088	      0	      3	  0.0000	 75.0000
           	 3090	      0	      3	  0.0000	 75.0000
           	 3092	      0	      3	  0.0000	 75.0000
           	 3094	      0	      3	  0.0000	 75.0000
           	 3096	      0	      3	  0.0000	 75.0000
           	 3098	      0	      3	  0.0000	 75.0000
           	 3100	      0	      3	  0.0000	 75.0000
           	 3102	      0	      3	  0.0000	 75.0000
           	 3104	      0	      3	  0.0000	 75.0000
           	 3106	      0	      3	  0.0000	 75.0000
           	 3108	      0	      3	  0.0000	 75.0000
           	 3110	      0	      3	  0.0000	 75.0000
           	 3112	      0	      3	  0.0000	 75.0000
           	 3114	      0	      3	  0.0000	 75.0000
           	 3116	      0	      3	  0.0000	 75.0000
           	 3118	      0	      3	  0.0000	 75.0000
           	 3120	      0	      3	  0.0000	 75.0000
           	 3122	      0	      3	  0.0000	 75.0000
           	 3124	      0	      3	  0.0000	 75.0000
           	 3126	      0	      3	  0.0000	 75.0000
           	 3128	      0	      3	  0.0000	 75.0000
           	 3130	      0	      3	  0.0000	 75.0000
           	 3132	      0	      3	  0.0000	 75.0000
           	 3134	      0	      3	  0.0000	 75.0000
           	 3136	      0	      3	  0.0000	 75.0000
           	 3138	      0	      3	  0.0000	 75.0000
           	 3140	      0	      3	  0.0000	 75.0000
           	 3142	      0	      3	  0.0000	 75.0000
           	 3144	      0	      3	  0.0000	 75.0000
           	 3146	      0	      3	  0.0000	 75.0000
           	 3148	      0	      3	  0.0000	 75.0000
           	 3150	      0	      3	  0.0000	 75.0000
           	 3152	      0	      3	  0.0000	 75.0000
           	 3154	      0	      3	  0.0000	 75.0000
           	 3156	      0	      3	  0.0000	 75.0000
           	 3158	      0	      3	  0.0000	 75.0000
           	 3160	      0	      3	  0.0000	 75.0000
           	 3162	      0	      3	  0.0000	 75.0000
           	 3164	      0	      3	  0.0000	 75.0000
           	 3166	      0	      3	  0.0000	 75.0000
           	 3168	      0	      3	  0.0000	 75.0000
           	 3170	      0	      3	  0.0000	 75.0000
           	 3172	      0	      3	  0.0000	 75.0000
           	 3174	      0	      3	  0.0000	 75.0000
           	 3176	      0	      3	  0.0000	 75.0000
           	 3178	      0	      3	  0.0000	 75.0000
           	 3180	      0	      3	  0.0000	 75.0000
           	 3182	      0	      3	  0.0000	 75.0000
           	 3184	      0	      3	  0.0000	 75.0000
           	 3186	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 364   	 3308	      1	      1	 25.0000	 25.0000
           	 3309	      0	      1	  0.0000	 25.0000
           	 3310	      0	      1	  0.0000	 25.0000
           	 3311	      0	      1	  0.0000	 25.0000
           	 3312	      0	      1	  0.0000	 25.0000
           	 3313	      0	      1	  0.0000	 25.0000
           	 3314	      0	      1	  0.0000	 25.0000
           	 3315	      0	      1	  0.0000	 25.0000
           	 3316	      0	      1	  0.0000	 25.0000
           	 3317	      0	      1	  0.0000	 25.0000
           	 3318	      0	      1	  0.0000	 25.0000
           	 3319	      0	      1	  0.0000	 25.0000
           	 3320	      0	      1	  0.0000	 25.0000
           	 3321	      0	      1	  0.0000	 25.0000
           	 3322	      0	      1	  0.0000	 25.0000
           	 3323	      0	      1	  0.0000	 25.0000
           	 3324	      0	      1	  0.0000	 25.0000
           	 3325	      0	      1	  0.0000	 25.0000
           	 3326	      0	      1	  0.0000	 25.0000
           	 3327	      0	      1	  0.0000	 25.0000
           	 3328	      0	      1	  0.0000	 25.0000
           	 3329	      0	      1	  0.0000	 25.0000
           	 3330	      0	      1	  0.0000	 25.0000
           	 3331	      0	      1	  0.0000	 25.0000
           	 3332	      0	      1	  0.0000	 25.0000
           	 3333	      0	      1	  0.0000	 25.0000
           	 3334	      0	      1	  0.0000	 25.0000
           	 3335	      1	      2	 25.0000	 50.0000
           	 3336	      0	      2	  0.0000	 50.0000
           	 3337	      0	      2	  0.0000	 50.0000
           	 3338	      0	      2	  0.0000	 50.0000
           	 3339	      0	      2	  0.0000	 50.0000
           	 3340	      0	      2	  0.0000	 50.0000
           	 3341	      0	      2	  0.0000	 50.0000
           	 3342	      0	      2	  0.0000	 50.0000
           	 3343	      0	      2	  0.0000	 50.0000
           	 3344	      0	      2	  0.0000	 50.0000
           	 3345	      0	      2	  0.0000	 50.0000
           	 3346	      0	      2	  0.0000	 50.0000
           	 3347	      0	      2	  0.0000	 50.0000
           	 3348	      0	      2	  0.0000	 50.0000
           	 3349	      0	      2	  0.0000	 50.0000
           	 3350	      0	      2	  0.0000	 50.0000
           	 3351	      0	      2	  0.0000	 50.0000
           	 3352	      0	      2	  0.0000	 50.0000
           	 3353	      0	      2	  0.0000	 50.0000
           	 3354	      0	      2	  0.0000	 50.0000
           	 3355	      0	      2	  0.0000	 50.0000
           	 3356	      0	      2	  0.0000	 50.0000
           	 3357	      0	      2	  0.0000	 50.0000
           	 3358	      0	      2	  0.0000	 50.0000
           	 3359	      0	      2	  0.0000	 50.0000
           	 3360	      0	      2	  0.0000	 50.0000
           	 3361	      0	      2	  0.0000	 50.0000
           	 3362	      0	      2	  0.0000	 50.0000
           	 3363	      0	      2	  0.0000	 50.0000
           	 3364	      0	      2	  0.0000	 50.0000
           	 3365	      0	      2	  0.0000	 50.0000
           	 3366	      0	      2	  0.0000	 50.0000
           	 3367	      0	      2	  0.0000	 50.0000
           	 3368	      0	      2	  0.0000	 50.0000
           	 3369	      0	      2	  0.0000	 50.0000
           	 3370	      0	      2	  0.0000	 50.0000
           	 3371	      0	      2	  0.0000	 50.0000
           	 3372	      0	      2	  0.0000	 50.0000
           	 3373	      0	      2	  0.0000	 50.0000
           	 3374	      0	      2	  0.0000	 50.0000
           	 3375	      0	      2	  0.0000	 50.0000
           	 3376	      0	      2	  0.0000	 50.0000
           	 3377	      0	      2	  0.0000	 50.0000
           	 3378	      0	      2	  0.0000	 50.0000
           	 3379	      0	      2	  0.0000	 50.0000
           	 3380	      0	      2	  0.0000	 50.0000
           	 3381	      0	      2	  0.0000	 50.0000
           	 3382	      0	      2	  0.0000	 50.0000
           	 3383	      0	      2	  0.0000	 50.0000
           	 3384	      0	      2	  0.0000	 50.0000
           	 3385	      0	      2	  0.0000	 50.0000
           	 3386	      0	      2	  0.0000	 50.0000
           	 3387	      0	      2	  0.0000	 50.0000
           	 3388	      0	      2	  0.0000	 50.0000
           	 3389	      0	      2	  0.0000	 50.0000
           	 3390	      0	      2	  0.0000	 50.0000
           	 3391	      0	      2	  0.0000	 50.0000
           	 3392	      0	      2	  0.0000	 50.0000
           	 3393	      0	      2	  0.0000	 50.0000
           	 3394	      0	      2	  0.0000	 50.0000
           	 3395	      1	      3	 25.0000	 75.0000
           	 3396	      0	      3	  0.0000	 75.0000
           	 3397	      0	      3	  0.0000	 75.0000
           	 3398	      0	      3	  0.0000	 75.0000
           	 3399	      0	      3	  0.0000	 75.0000
           	 3400	      0	      3	  0.0000	 75.0000
           	 3401	      0	      3	  0.0000	 75.0000
           	 3402	      0	      3	  0.0000	 75.0000
           	 3403	      0	      3	  0.0000	 75.0000
           	 3404	      0	      3	  0.0000	 75.0000
           	 3405	      0	      3	  0.0000	 75.0000
           	 3406	      0	      3	  0.0000	 75.0000
           	 3407	      0	      3	  0.0000	 75.0000
           	 3408	      0	      3	  0.0000	 75.0000
           	 3409	      0	      3	  0.0000	 75.0000
           	 3410	      0	      3	  0.0000	 75.0000
           	 3411	      0	      3	  0.0000	 75.0000
           	 3412	      0	      3	  0.0000	 75.0000
           	 3413	      0	      3	  0.0000	 75.0000
           	 3414	      0	      3	  0.0000	 75.0000
           	 3415	      0	      3	  0.0000	 75.0000
           	 3416	      0	      3	  0.0000	 75.0000
           	 3417	      0	      3	  0.0000	 75.0000
           	 3418	      0	      3	  0.0000	 75.0000
           	 3419	      0	      3	  0.0000	 75.0000
           	 3420	      0	      3	  0.0000	 75.0000
           	 3421	      0	      3	  0.0000	 75.0000
           	 3422	      0	      3	  0.0000	 75.0000
           	 3423	      0	      3	  0.0000	 75.0000
           	 3424	      0	      3	  0.0000	 75.0000
           	 3425	      0	      3	  0.0000	 75.0000
           	 3426	      0	      3	  0.0000	 75.0000
           	 3427	      0	      3	  0.0000	 75.0000
           	 3428	      0	      3	  0.0000	 75.0000
           	 3429	      0	      3	  0.0000	 75.0000
           	 3430	      0	      3	  0.0000	 75.0000
           	 3431	      0	      3	  0.0000	 75.0000
           	 3432	      0	      3	  0.0000	 75.0000
           	 3433	      0	      3	  0.0000	 75.0000
           	 3434	      0	      3	  0.0000	 75.0000
           	 3435	      0	      3	  0.0000	 75.0000
           	 3436	      0	      3	  0.0000	 75.0000
           	 3437	      0	      3	  0.0000	 75.0000
           	 3438	      0	      3	  0.0000	 75.0000
           	 3439	      0	      3	  0.0000	 75.0000
           	 3440	      0	      3	  0.0000	 75.0000
           	 3441	      0	      3	  0.0000	 75.0000
           	 3442	      0	      3	  0.0000	 75.0000
           	 3443	      0	      3	  0.0000	 75.0000
           	 3444	      0	      3	  0.0000	 75.0000
           	 3445	      0	      3	  0.0000	 75.0000
           	 3446	      0	      3	  0.0000	 75.0000
           	 3447	      0	      3	  0.0000	 75.0000
           	 3448	      0	      3	  0.0000	 75.0000
           	 3449	      0	      3	  0.0000	 75.0000
           	 3450	      0	      3	  0.0000	 75.0000
           	 3451	      0	      3	  0.0000	 75.0000
           	 3452	      0	      3	  0.0000	 75.0000
           	 3453	      0	      3	  0.0000	 75.0000
           	 3454	      0	      3	  0.0000	 75.0000
           	 3455	      0	      3	  0.0000	 75.0000
           	 3456	      0	      3	  0.0000	 75.0000
           	 3457	      0	      3	  0.0000	 75.0000
           	 3458	      0	      3	  0.0000	 75.0000
           	 3459	      0	      3	  0.0000	 75.0000
           	 3460	      0	      3	  0.0000	 75.0000
           	 3461	      0	      3	  0.0000	 75.0000
           	 3462	      0	      3	  0.0000	 75.0000
           	 3463	      0	      3	  0.0000	 75.0000
           	 3464	      0	      3	  0.0000	 75.0000
           	 3465	      0	      3	  0.0000	 75.0000
           	 3466	      0	      3	  0.0000	 75.0000
           	 3467	      0	      3	  0.0000	 75.0000
           	 3468	      0	      3	  0.0000	 75.0000
           	 3469	      0	      3	  0.0000	 75.0000
           	 3470	      0	      3	  0.0000	 75.0000
           	 3471	      0	      3	  0.0000	 75.0000
           	 3472	      0	      3	  0.0000	 75.0000
           	 3473	      0	      3	  0.0000	 75.0000
           	 3474	      0	      3	  0.0000	 75.0000
           	 3475	      0	      3	  0.0000	 75.0000
           	 3476	      0	      3	  0.0000	 75.0000
           	 3477	      0	      3	  0.0000	 75.0000
           	 3478	      0	      3	  0.0000	 75.0000
           	 3479	      0	      3	  0.0000	 75.0000
           	 3480	      0	      3	  0.0000	 75.0000
           	 3481	      0	      3	  0.0000	 75.0000
           	 3482	      0	      3	  0.0000	 75.0000
           	 3483	      0	      3	  0.0000	 75.0000
           	 3484	      0	      3	  0.0000	 75.0000
           	 3485	      0	      3	  0.0000	 75.0000
           	 3486	      0	      3	  0.0000	 75.0000
           	 3487	      0	      3	  0.0000	 75.0000
           	 3488	      0	      3	  0.0000	 75.0000
           	 3489	      0	      3	  0.0000	 75.0000
           	 3490	      0	      3	  0.0000	 75.0000
           	 3491	      0	      3	  0.0000	 75.0000
           	 3492	      0	      3	  0.0000	 75.0000
           	 3493	      0	      3	  0.0000	 75.0000
           	 3494	      0	      3	  0.0000	 75.0000
           	 3495	      0	      3	  0.0000	 75.0000
           	 3496	      0	      3	  0.0000	 75.0000
           	 3497	      0	      3	  0.0000	 75.0000
           	 3498	      0	      3	  0.0000	 75.0000
           	 3499	      0	      3	  0.0000	 75.0000
           	 3500	      0	      3	  0.0000	 75.0000
           	 3501	      0	      3	  0.0000	 75.0000
           	 3502	      0	      3	  0.0000	 75.0000
           	 3503	      0	      3	  0.0000	 75.0000
           	 3504	      0	      3	  0.0000	 75.0000
           	 3505	      0	      3	  0.0000	 75.0000
           	 3506	      0	      3	  0.0000	 75.0000
           	 3507	      0	      3	  0.0000	 75.0000
           	 3508	      0	      3	  0.0000	 75.0000
           	 3509	      0	      3	  0.0000	 75.0000
           	 3510	      0	      3	  0.0000	 75.0000
           	 3511	      0	      3	  0.0000	 75.0000
           	 3512	      0	      3	  0.0000	 75.0000
           	 3513	      0	      3	  0.0000	 75.0000
           	 3514	      0	      3	  0.0000	 75.0000
           	 3515	      0	      3	  0.0000	 75.0000
           	 3516	      0	      3	  0.0000	 75.0000
           	 3517	      0	      3	  0.0000	 75.0000
           	 3518	      0	      3	  0.0000	 75.0000
           	 3519	      0	      3	  0.0000	 75.0000
           	 3520	      0	      3	  0.0000	 75.0000
           	 3521	      0	      3	  0.0000	 75.0000
           	 3522	      0	      3	  0.0000	 75.0000
           	 3523	      0	      3	  0.0000	 75.0000
           	 3524	      0	      3	  0.0000	 75.0000
           	 3525	      0	      3	  0.0000	 75.0000
           	 3526	      0	      3	  0.0000	 75.0000
           	 3527	      0	      3	  0.0000	 75.0000
           	 3528	      0	      3	  0.0000	 75.0000
           	 3529	      0	      3	  0.0000	 75.0000
           	 3530	      0	      3	  0.0000	 75.0000
           	 3531	      0	      3	  0.0000	 75.0000
           	 3532	      0	      3	  0.0000	 75.0000
           	 3533	      0	      3	  0.0000	 75.0000
           	 3534	      0	      3	  0.0000	 75.0000
           	 3535	      0	      3	  0.0000	 75.0000
           	 3536	      0	      3	  0.0000	 75.0000
           	 3537	      0	      3	  0.0000	 75.0000
           	 3538	      0	      3	  0.0000	 75.0000
           	 3539	      0	      3	  0.0000	 75.0000
           	 3540	      0	      3	  0.0000	 75.0000
           	 3541	      0	      3	  0.0000	 75.0000
           	 3542	      0	      3	  0.0000	 75.0000
           	 3543	      0	      3	  0.0000	 75.0000
           	 3544	      0	      3	  0.0000	 75.0000
           	 3545	      0	      3	  0.0000	 75.0000
           	 3546	      0	      3	  0.0000	 75.0000
           	 3547	      0	      3	  0.0000	 75.0000
           	 3548	      0	      3	  0.0000	 75.0000
           	 3549	      0	      3	  0.0000	 75.0000
           	 3550	      0	      3	  0.0000	 75.0000
           	 3551	      0	      3	  0.0000	 75.0000
           	 3552	      0	      3	  0.0000	 75.0000
           	 3553	      0	      3	  0.0000	 75.0000
           	 3554	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 365   	 3352	      1	      1	 25.0000	 25.0000
           	 3353	      1	      2	 25.0000	 50.0000
           	 3354	      0	      2	  0.0000	 50.0000
           	 3355	      0	      2	  0.0000	 50.0000
           	 3356	      0	      2	  0.0000	 50.0000
           	 3357	      0	      2	  0.0000	 50.0000
           	 3358	      0	      2	  0.0000	 50.0000
           	 3359	      0	      2	  0.0000	 50.0000
           	 3360	      0	      2	  0.0000	 50.0000
           	 3361	      0	      2	  0.0000	 50.0000
           	 3362	      0	      2	  0.0000	 50.0000
           	 3363	      0	      2	  0.0000	 50.0000
           	 3364	      0	      2	  0.0000	 50.0000
           	 3365	      0	      2	  0.0000	 50.0000
           	 3366	      0	      2	  0.0000	 50.0000
           	 3367	      0	      2	  0.0000	 50.0000
           	 3368	      0	      2	  0.0000	 50.0000
           	 3369	      0	      2	  0.0000	 50.0000
           	 3370	      0	      2	  0.0000	 50.0000
           	 3371	      0	      2	  0.0000	 50.0000
           	 3372	      0	      2	  0.0000	 50.0000
           	 3373	      0	      2	  0.0000	 50.0000
           	 3374	      0	      2	  0.0000	 50.0000
           	 3375	      0	      2	  0.0000	 50.0000
           	 3376	      0	      2	  0.0000	 50.0000
           	 3377	      0	      2	  0.0000	 50.0000
           	 3378	      0	      2	  0.0000	 50.0000
           	 3379	      0	      2	  0.0000	 50.0000
           	 3380	      0	      2	  0.0000	 50.0000
           	 3381	      0	      2	  0.0000	 50.0000
           	 3382	      0	      2	  0.0000	 50.0000
           	 3383	      0	      2	  0.0000	 50.0000
           	 3384	      0	      2	  0.0000	 50.0000
           	 3385	      0	      2	  0.0000	 50.0000
           	 3386	      0	      2	  0.0000	 50.0000
           	 3387	      0	      2	  0.0000	 50.0000
           	 3388	      0	      2	  0.0000	 50.0000
           	 3389	      1	      3	 25.0000	 75.0000
           	 3390	      0	      3	  0.0000	 75.0000
           	 3391	      0	      3	  0.0000	 75.0000
           	 3392	      0	      3	  0.0000	 75.0000
           	 3393	      0	      3	  0.0000	 75.0000
           	 3394	      0	      3	  0.0000	 75.0000
           	 3395	      0	      3	  0.0000	 75.0000
           	 3396	      0	      3	  0.0000	 75.0000
           	 3397	      0	      3	  0.0000	 75.0000
           	 3398	      0	      3	  0.0000	 75.0000
           	 3399	      0	      3	  0.0000	 75.0000
           	 3400	      0	      3	  0.0000	 75.0000
           	 3401	      0	      3	  0.0000	 75.0000
           	 3402	      0	      3	  0.0000	 75.0000
           	 3403	      0	      3	  0.0000	 75.0000
           	 3404	      0	      3	  0.0000	 75.0000
           	 3405	      0	      3	  0.0000	 75.0000
           	 3406	      0	      3	  0.0000	 75.0000
           	 3407	      0	      3	  0.0000	 75.0000
           	 3408	      0	      3	  0.0000	 75.0000
           	 3409	      0	      3	  0.0000	 75.0000
           	 3410	      0	      3	  0.0000	 75.0000
           	 3411	      0	      3	  0.0000	 75.0000
           	 3412	      0	      3	  0.0000	 75.0000
           	 3413	      0	      3	  0.0000	 75.0000
           	 3414	      0	      3	  0.0000	 75.0000
           	 3415	      0	      3	  0.0000	 75.0000
           	 3416	      0	      3	  0.0000	 75.0000
           	 3417	      0	      3	  0.0000	 75.0000
           	 3418	      0	      3	  0.0000	 75.0000
           	 3419	      0	      3	  0.0000	 75.0000
           	 3420	      0	      3	  0.0000	 75.0000
           	 3421	      0	      3	  0.0000	 75.0000
           	 3422	      0	      3	  0.0000	 75.0000
           	 3423	      0	      3	  0.0000	 75.0000
           	 3424	      0	      3	  0.0000	 75.0000
           	 3425	      0	      3	  0.0000	 75.0000
           	 3426	      0	      3	  0.0000	 75.0000
           	 3427	      0	      3	  0.0000	 75.0000
           	 3428	      0	      3	  0.0000	 75.0000
           	 3429	      0	      3	  0.0000	 75.0000
           	 3430	      0	      3	  0.0000	 75.0000
           	 3431	      0	      3	  0.0000	 75.0000
           	 3432	      0	      3	  0.0000	 75.0000
           	 3433	      0	      3	  0.0000	 75.0000
           	 3434	      0	      3	  0.0000	 75.0000
           	 3435	      0	      3	  0.0000	 75.0000
           	 3436	      0	      3	  0.0000	 75.0000
           	 3437	      0	      3	  0.0000	 75.0000
           	 3438	      0	      3	  0.0000	 75.0000
           	 3439	      0	      3	  0.0000	 75.0000
           	 3440	      0	      3	  0.0000	 75.0000
           	 3441	      0	      3	  0.0000	 75.0000
           	 3442	      0	      3	  0.0000	 75.0000
           	 3443	      0	      3	  0.0000	 75.0000
           	 3444	      0	      3	  0.0000	 75.0000
           	 3445	      0	      3	  0.0000	 75.0000
           	 3446	      0	      3	  0.0000	 75.0000
           	 3447	      0	      3	  0.0000	 75.0000
           	 3448	      0	      3	  0.0000	 75.0000
           	 3449	      0	      3	  0.0000	 75.0000
           	 3450	      0	      3	  0.0000	 75.0000
           	 3451	      0	      3	  0.0000	 75.0000
           	 3452	      0	      3	  0.0000	 75.0000
           	 3453	      0	      3	  0.0000	 75.0000
           	 3454	      0	      3	  0.0000	 75.0000
           	 3455	      0	      3	  0.0000	 75.0000
           	 3456	      0	      3	  0.0000	 75.0000
           	 3457	      0	      3	  0.0000	 75.0000
           	 3458	      0	      3	  0.0000	 75.0000
           	 3459	      0	      3	  0.0000	 75.0000
           	 3460	      0	      3	  0.0000	 75.0000
           	 3461	      0	      3	  0.0000	 75.0000
           	 3462	      0	      3	  0.0000	 75.0000
           	 3463	      0	      3	  0.0000	 75.0000
           	 3464	      0	      3	  0.0000	 75.0000
           	 3465	      0	      3	  0.0000	 75.0000
           	 3466	      0	      3	  0.0000	 75.0000
           	 3467	      0	      3	  0.0000	 75.0000
           	 3468	      0	      3	  0.0000	 75.0000
           	 3469	      0	      3	  0.0000	 75.0000
           	 3470	      0	      3	  0.0000	 75.0000
           	 3471	      0	      3	  0.0000	 75.0000
           	 3472	      0	      3	  0.0000	 75.0000
           	 3473	      0	      3	  0.0000	 75.0000
           	 3474	      0	      3	  0.0000	 75.0000
           	 3475	      0	      3	  0.0000	 75.0000
           	 3476	      0	      3	  0.0000	 75.0000
           	 3477	      0	      3	  0.0000	 75.0000
           	 3478	      0	      3	  0.0000	 75.0000
           	 3479	      0	      3	  0.0000	 75.0000
           	 3480	      0	      3	  0.0000	 75.0000
           	 3481	      0	      3	  0.0000	 75.0000
           	 3482	      0	      3	  0.0000	 75.0000
           	 3483	      0	      3	  0.0000	 75.0000
           	 3484	      0	      3	  0.0000	 75.0000
           	 3485	      0	      3	  0.0000	 75.0000
           	 3486	      0	      3	  0.0000	 75.0000
           	 3487	      0	      3	  0.0000	 75.0000
           	 3488	      0	      3	  0.0000	 75.0000
           	 3489	      0	      3	  0.0000	 75.0000
           	 3490	      0	      3	  0.0000	 75.0000
           	 3491	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 366   	 3324	      1	      1	 25.0000	 25.0000
           	 3325	      1	      2	 25.0000	 50.0000
           	 3326	      0	      2	  0.0000	 50.0000
           	 3327	      0	      2	  0.0000	 50.0000
           	 3328	      0	      2	  0.0000	 50.0000
           	 3329	      0	      2	  0.0000	 50.0000
           	 3330	      0	      2	  0.0000	 50.0000
           	 3331	      0	      2	  0.0000	 50.0000
           	 3332	      0	      2	  0.0000	 50.0000
           	 3333	      0	      2	  0.0000	 50.0000
           	 3334	      0	      2	  0.0000	 50.0000
           	 3335	      0	      2	  0.0000	 50.0000
           	 3336	      0	      2	  0.0000	 50.0000
           	 3337	      0	      2	  0.0000	 50.0000
           	 3338	      0	      2	  0.0000	 50.0000
           	 3339	      0	      2	  0.0000	 50.0000
           	 3340	      0	      2	  0.0000	 50.0000
           	 3341	      0	      2	  0.0000	 50.0000
           	 3342	      0	      2	  0.0000	 50.0000
           	 3343	      1	      3	 25.0000	 75.0000
           	 3344	      0	      3	  0.0000	 75.0000
           	 3345	      0	      3	  0.0000	 75.0000
           	 3346	      0	      3	  0.0000	 75.0000
           	 3347	      0	      3	  0.0000	 75.0000
           	 3348	      0	      3	  0.0000	 75.0000
           	 3349	      0	      3	  0.0000	 75.0000
           	 3350	      0	      3	  0.0000	 75.0000
           	 3351	      0	      3	  0.0000	 75.0000
           	 3352	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 367   	 3438	      1	      1	 25.0000	 25.0000
           	 3439	      0	      1	  0.0000	 25.0000
           	 3440	      0	      1	  0.0000	 25.0000
           	 3441	      0	      1	  0.0000	 25.0000
           	 3442	      0	      1	  0.0000	 25.0000
           	 3443	      0	      1	  0.0000	 25.0000
           	 3444	      0	      1	  0.0000	 25.0000
           	 3445	      0	      1	  0.0000	 25.0000
           	 3446	      0	      1	  0.0000	 25.0000
           	 3447	      0	      1	  0.0000	 25.0000
           	 3448	      0	      1	  0.0000	 25.0000
           	 3449	      0	      1	  0.0000	 25.0000
           	 3450	      0	      1	  0.0000	 25.0000
           	 3451	      1	      2	 25.0000	 50.0000
           	 3452	      0	      2	  0.0000	 50.0000
           	 3453	      0	      2	  0.0000	 50.0000
           	 3454	      0	      2	  0.0000	 50.0000
           	 3455	      0	      2	  0.0000	 50.0000
           	 3456	      0	      2	  0.0000	 50.0000
           	 3457	      0	      2	  0.0000	 50.0000
           	 3458	      0	      2	  0.0000	 50.0000
           	 3459	      0	      2	  0.0000	 50.0000
           	 3460	      0	      2	  0.0000	 50.0000
           	 3461	      0	      2	  0.0000	 50.0000
           	 3462	      0	      2	  0.0000	 50.0000
           	 3463	      0	      2	  0.0000	 50.0000
           	 3464	      0	      2	  0.0000	 50.0000
           	 3465	      0	      2	  0.0000	 50.0000
           	 3466	      0	      2	  0.0000	 50.0000
           	 3467	      0	      2	  0.0000	 50.0000
           	 3468	      0	      2	  0.0000	 50.0000
           	 3469	      0	      2	  0.0000	 50.0000
           	 3470	      0	      2	  0.0000	 50.0000
           	 3471	      0	      2	  0.0000	 50.0000
           	 3472	      0	      2	  0.0000	 50.0000
           	 3473	      0	      2	  0.0000	 50.0000
           	 3474	      0	      2	  0.0000	 50.0000
           	 3475	      0	      2	  0.0000	 50.0000
           	 3476	      0	      2	  0.0000	 50.0000
           	 3477	      0	      2	  0.0000	 50.0000
           	 3478	      0	      2	  0.0000	 50.0000
           	 3479	      0	      2	  0.0000	 50.0000
           	 3480	      0	      2	  0.0000	 50.0000
           	 3481	      0	      2	  0.0000	 50.0000
